----system---- --total-cpu-usage-- ------memory-usage----- --io/total-----io/sda------io/sdh-- -dsk/total----dsk/sda-----dsk/sdh-- ----root--------data---
     time     |usr sys idl wai stl| used  free  buff  cach| read  writ: read  writ: read  writ| read  writ: read  writ: read  writ| used  free: used  free
24-02 14:28:21|  3   2  95   0   0|3112M 9436M 1469M 16.9G|3673   121 :   0  8.00 :3673   113 |  16M   56M:   0    40k:  16M   56M|44.9G  451G:53.7G  437G
24-02 14:28:22|  3   2  94   1   0|3107M 9440M 1469M 16.9G| 400  94.0 :   0  5.00 : 400  89.0 |  11M   55M:   0    24k:  11M   55M|44.9G  451G:53.7G  437G
24-02 14:28:23|  2   2  94   2   0|3056M 9494M 1469M 16.9G|8.00   397 :   0  9.00 :8.00   348 |  64k  244M:   0   180k:  64k  243M|44.9G  451G:53.7G  437G
24-02 14:28:24|  4   3  93   1   0|3052M 9496M 1469M 16.9G| 249   112 :   0  2.00 : 249   102 |  30M   77M:   0   136k:  30M   77M|44.9G  451G:53.8G  437G
24-02 14:28:25|  3   3  89   5   0|3051M 9498M 1469M 16.9G| 210   412 :   0  31.0 : 210   370 |  25M  257M:   0   160k:  25M  256M|44.9G  451G:53.8G  437G
24-02 14:28:26|  4   3  92   2   0|3050M 9499M 1469M 16.9G| 259   372 :   0  24.0 : 259   344 |  32M  137M:   0   208k:  32M  136M|44.9G  451G:53.8G  437G
24-02 14:28:27|  3   2  94   1   0|3051M 9497M 1469M 16.9G|2071   197 :   0     0 :2071   189 |  26M   89M:   0     0 :  26M   89M|44.9G  451G:53.8G  437G
24-02 14:28:28|  3   1  95   1   0|3043M 9506M 1469M 16.9G|3480   101 :   0  3.00 :3480  98.0 |  17M   56M:   0    12k:  17M   56M|44.9G  451G:53.8G  437G
24-02 14:28:29|  3   2  95   1   0|3040M 9509M 1469M 16.9G|1008   111 :   0  11.0 :1008  92.0 |  31M   56M:   0   156k:  31M   56M|44.9G  451G:53.9G  437G
24-02 14:28:30|  3   2  88   7   0|3042M 9511M 1470M 16.9G| 238   562 :   0  3.00 : 238   553 |  28M  250M:   0    12k:  28M  250M|44.9G  451G:53.9G  437G
24-02 14:28:31|  2   1  96   1   0|3036M 9517M 1470M 16.9G| 283   118 :   0  3.00 : 283   113 |  34M   56M:   0    16k:  34M   56M|44.9G  451G:53.9G  437G
24-02 14:28:32|  3   2  90   6   0|3041M 9512M 1470M 16.9G| 249   373 :   0  11.0 : 249   316 |  29M  211M:   0   172k:  29M  211M|44.9G  451G:53.9G  437G
24-02 14:28:33|  3   2  95   1   0|3040M 9512M 1470M 16.9G| 247   102 :   0  6.00 : 247  96.0 |  31M   60M:   0    24k:  31M   60M|44.9G  451G:53.9G  437G
24-02 14:28:34|  4   2  93   1   0|3042M 9510M 1470M 16.9G|2400   118 :   0  5.00 :2400   107 |  25M   75M:   0   148k:  25M   75M|44.9G  451G:54.0G  437G
24-02 14:28:35|  3   3  89   6   0|3045M 9504M 1470M 16.9G| 409   562 :   0  33.0 : 409   467 |  12M  302M:   0   312k:  12M  300M|44.9G  451G:54.0G  437G
24-02 14:28:36|  5   2  92   1   0|3058M 9492M 1470M 16.9G| 234   404 :   0  26.0 : 234   370 |  29M  149M:   0   244k:  29M  148M|44.9G  451G:54.0G  437G
24-02 14:28:37|  2   2  96   1   0|3061M 9490M 1470M 16.9G| 247   139 :   0  2.00 : 247   131 |  31M   57M:   0  8192B:  31M   57M|44.9G  451G:54.0G  437G
24-02 14:28:38|  3   2  96   0   0|3060M 9491M 1470M 16.9G| 246   110 :   0     0 : 246   108 |  31M   56M:   0     0 :  31M   56M|44.9G  451G:54.0G  437G
24-02 14:28:39|  3   2  87   8   0|3062M 9489M 1470M 16.9G| 210   555 :   0  7.00 : 210   542 |  26M  246M:   0   116k:  26M  246M|44.9G  451G:54.1G  437G
24-02 14:28:40|  3   2  94   1   0|3060M 9492M 1470M 16.9G| 245   155 :   0  4.00 : 245   143 |  30M   57M:   0    16k:  30M   57M|44.9G  451G:54.1G  437G
24-02 14:28:41|  2   2  95   1   0|3062M 9489M 1470M 16.9G| 251   135 :   0  10.0 : 251  99.0 |  31M   59M:   0    48k:  31M   58M|44.9G  451G:54.1G  437G
24-02 14:28:42|  3   2  90   5   0|3066M 9490M 1470M 16.9G| 214   372 :   0  12.0 : 214   334 |  27M  223M:   0   196k:  27M  222M|44.9G  451G:54.1G  437G
24-02 14:28:43|  2   2  95   1   0|3068M 9490M 1470M 16.9G| 248  97.0 :   0  5.00 : 248  92.0 |  31M   57M:   0    20k:  31M   57M|44.9G  451G:54.1G  437G
24-02 14:28:44|  4   2  90   4   0|3068M 9489M 1470M 16.9G| 209   315 :   0  29.0 : 209   270 |  26M  209M:   0   336k:  26M  208M|44.9G  451G:54.2G  437G
24-02 14:28:45|  3   2  93   2   0|3049M 9505M 1470M 16.9G| 218   176 :   0  1.00 : 218   173 |  27M  125M:   0  4096B:  27M  125M|44.9G  451G:54.2G  437G
24-02 14:28:46|  3   2  95   1   0|3052M 9503M 1470M 16.9G| 242   130 :   0  2.00 : 242   126 |  30M   63M:   0  8192B:  30M   63M|44.9G  451G:54.2G  437G
24-02 14:28:47|  3   2  94   1   0|3056M 9498M 1470M 16.9G| 246   114 :   0  1.00 : 246   107 |  31M   58M:   0  8192B:  31M   58M|44.9G  451G:54.2G  437G
24-02 14:28:48|  3   2  88   6   0|3038M 9518M 1470M 16.9G| 201   534 :   0  11.0 : 201   465 |  25M  307M:   0   132k:  25M  306M|44.9G  451G:54.2G  437G
24-02 14:28:49|  3   2  92   2   0|3034M 9522M 1471M 16.9G| 251   361 :   0  12.0 : 251   343 |  31M  119M:   0   124k:  31M  119M|44.9G  451G:54.3G  437G
24-02 14:28:50|  3   2  94   1   0|3026M 9528M 1471M 16.9G| 252   128 :   0  5.00 : 252   115 |  32M   57M:   0    28k:  32M   57M|44.9G  451G:54.3G  437G
----system---- --total-cpu-usage-- ------memory-usage----- --io/total-----io/sda------io/sdh-- -dsk/total----dsk/sda-----dsk/sdh-- ----root--------data---
     time     |usr sys idl wai stl| used  free  buff  cach| read  writ: read  writ: read  writ| read  writ: read  writ: read  writ| used  free: used  free
24-02 14:28:51|  3   2  91   4   0|3030M 9526M 1471M 16.9G| 211   367 :   0  26.0 : 211   327 |  26M  212M:   0   432k:  26M  210M|44.9G  451G:54.3G  437G
24-02 14:28:52|  3   2  94   0   0|3027M 9530M 1471M 16.9G| 246  94.0 :   0  3.00 : 246  91.0 |  31M   58M:   0    12k:  31M   58M|44.9G  451G:54.3G  437G
24-02 14:28:53|  2   2  95   1   0|3012M 9545M 1471M 16.9G| 245  84.0 :   0  1.00 : 245  81.0 |  31M   58M:   0  8192B:  31M   57M|44.9G  451G:54.3G  437G
24-02 14:28:54|  4   2  86   8   0|3022M 9534M 1471M 16.9G| 492   404 :   0  58.0 : 492   303 |  35M  234M:   0   308k:  35M  234M|44.9G  451G:54.4G  437G
24-02 14:28:55|  4   3  89   4   0|3020M 9536M 1471M 16.9G| 600   697 :   0  5.00 : 600   685 |  40M  186M:   0    20k:  40M  186M|44.9G  451G:54.4G  437G
24-02 14:28:56|  5   2  92   1   0|3033M 9520M 1471M 16.9G| 190   131 :1.00  18.0 : 189   113 |  24M   61M:4096B  156k:  24M   61M|44.9G  451G:54.4G  437G
24-02 14:28:57|  4   2  93   1   0|3096M 9459M 1471M 16.9G| 257   140 :   0  7.00 : 257   127 |  32M   59M:   0    32k:  32M   59M|44.9G  451G:54.4G  437G
24-02 14:28:58|  3   2  88   8   0|3105M 9451M 1471M 16.9G| 205   945 :   0  2.00 : 205   943 |  25M  244M:   0  8192B:  25M  244M|44.9G  451G:54.4G  437G
24-02 14:28:59|  3   2  92   3   0|3095M 9460M 1471M 16.9G| 232   476 :   0  9.00 : 232   459 |  29M  116M:   0    48k:  29M  116M|44.9G  451G:54.5G  437G
24-02 14:29:00|  4   2  94   1   0|3046M 9509M 1471M 16.9G| 247   159 :   0  2.00 : 247   105 |  31M   60M:   0  8192B:  31M   58M|44.9G  451G:54.5G  437G
24-02 14:29:01|  3   2  89   6   0|3041M 9515M 1471M 16.9G| 213   397 :   0  12.0 : 213   382 |  26M  218M:   0   280k:  26M  218M|44.9G  451G:54.5G  437G
24-02 14:29:02|  2   2  95   1   0|3047M 9509M 1471M 16.9G| 243  93.0 :   0  2.00 : 243  91.0 |  30M   55M:   0    96k:  30M   55M|44.9G  451G:54.5G  437G
24-02 14:29:03|  3   2  93   2   0|3050M 9506M 1471M 16.9G| 229   218 :   0  22.0 : 229   194 |  29M  136M:   0   128k:  29M  136M|44.9G  451G:54.5G  437G
24-02 14:29:04|  4   2  90   4   0|3056M 9498M 1471M 16.9G| 232   215 :   0  9.00 : 232   200 |  28M  163M:   0    40k:  28M  163M|44.9G  451G:54.6G  437G
24-02 14:29:05|  3   3  91   3   0|3037M 9518M 1471M 16.9G| 219   476 :   0  12.0 : 219   405 |  27M  240M:   0   180k:  27M  238M|44.9G  451G:54.6G  436G
24-02 14:29:06|  3   2  94   1   0|3036M 9518M 1472M 16.9G| 252   298 :   0  9.00 : 252   288 |  31M  114M:   0    48k:  31M  114M|44.9G  451G:54.6G  436G
24-02 14:29:07|  2   1  96   1   0|3044M 9511M 1472M 16.9G| 258   124 :   0  4.00 : 258   114 |  31M   58M:   0   124k:  31M   58M|44.9G  451G:54.6G  436G
24-02 14:29:08|  3   2  90   5   0|3039M 9515M 1472M 16.9G| 242   497 :   0  35.0 : 242   462 |  29M  169M:   0   144k:  29M  168M|44.9G  451G:54.6G  436G
24-02 14:29:09|  2   2  95   1   0|3035M 9519M 1472M 16.9G| 243   340 :   0  4.00 : 243   330 |  29M   60M:   0    20k:  29M   60M|44.9G  451G:54.7G  436G
24-02 14:29:10|  3   2  92   4   0|3036M 9521M 1472M 16.9G| 227   331 :   0  23.0 : 227   265 |  27M  164M:   0   364k:  27M  163M|44.9G  451G:54.7G  436G
24-02 14:29:11|  4   2  92   3   0|3032M 9524M 1472M 16.9G| 248   242 :   0  11.0 : 248   231 |  30M  126M:   0    56k:  30M  126M|44.9G  451G:54.7G  436G
24-02 14:29:12|  3   2  95   1   0|3044M 9511M 1472M 16.9G| 255  97.0 :   0  7.00 : 255  90.0 |  31M   56M:   0   176k:  31M   56M|44.9G  451G:54.7G  436G
24-02 14:29:13|  2   2  90   6   0|3044M 9514M 1472M 16.9G| 211   317 :   0  26.0 : 211   282 |  25M  213M:   0   408k:  25M  211M|44.9G  451G:54.7G  436G
24-02 14:29:14|  3   3  94   1   0|3042M 9518M 1472M 16.9G| 250   125 :   0  7.00 : 250   110 |  31M   74M:   0    28k:  31M   74M|44.9G  451G:54.8G  436G
24-02 14:29:15|  3   3  91   3   0|3050M 9513M 1472M 16.9G| 230   260 :   0  7.00 : 230   242 |  27M  173M:   0    92k:  27M  172M|44.9G  451G:54.8G  436G
24-02 14:29:16|  3   3  91   3   0|3049M 9511M 1472M 16.9G| 240   424 :   0  2.00 : 240   354 |  29M  194M:   0    12k:  29M  194M|44.9G  451G:54.8G  436G
24-02 14:29:17|  3   2  92   4   0|3049M 9509M 1473M 16.9G| 239   474 :   0  4.00 : 239   464 |  30M  161M:   0    92k:  30M  161M|44.9G  451G:54.8G  436G
24-02 14:29:18|  3   2  95   1   0|3053M 9507M 1473M 16.9G| 261   265 :   0  8.00 : 261   257 |  32M   63M:   0    40k:  32M   63M|44.9G  451G:54.8G  436G
24-02 14:29:19|  2   2  95   0   0|3052M 9507M 1473M 16.9G| 252   120 :   0  9.00 : 252   105 |  31M   58M:   0    40k:  31M   58M|44.9G  451G:54.9G  436G
24-02 14:29:20|  3   2  90   5   0|3053M 9507M 1473M 16.9G| 201   421 :   0  13.0 : 201   387 |  24M  252M:   0   188k:  24M  249M|44.9G  451G:54.9G  436G
24-02 14:29:21|  3   2  94   0   0|3058M 9505M 1473M 16.9G| 248   101 :   0  12.0 : 248  85.0 |  30M   55M:   0    60k:  30M   55M|44.9G  451G:54.9G  436G
24-02 14:29:22|  3   3  91   4   0|3068M 9494M 1473M 16.9G| 231   286 :   0  26.0 : 231   219 |  28M  154M:   0   392k:  28M  152M|44.9G  451G:54.9G  436G
24-02 14:29:23|  2   2  92   4   0|3065M 9497M 1473M 16.9G| 219   148 :   0  1.00 : 219   147 |  27M  104M:   0  8192B:  27M  104M|44.9G  451G:54.9G  436G
24-02 14:29:24|  3   3  93   1   0|3056M 9506M 1473M 16.9G| 264   121 :   0     0 : 264   115 |  31M   77M:   0     0 :  31M   77M|44.9G  451G:55.0G  436G
24-02 14:29:25|  4   3  88   5   0|3042M 9517M 1473M 16.9G| 212   474 :   0  15.0 : 212   450 |  26M  295M:   0   124k:  26M  295M|44.9G  451G:55.0G  436G
24-02 14:29:26|  3   2  93   1   0|3035M 9526M 1473M 16.9G| 252   130 :   0  5.00 : 252   121 |  31M   63M:   0    20k:  31M   62M|44.9G  451G:55.0G  436G
24-02 14:29:27|  4   2  91   4   0|3040M 9523M 1473M 16.9G| 228   462 :   0  10.0 : 228   446 |  28M  158M:   0   120k:  28M  157M|44.9G  451G:55.0G  436G
24-02 14:29:28|  3   2  95   1   0|3039M 9525M 1473M 16.9G| 244   294 :   0  3.00 : 244   291 |  30M   64M:   0    16k:  30M   64M|44.9G  451G:55.0G  436G
24-02 14:29:29|  3   2  95   1   0|3034M 9530M 1473M 16.9G| 246   112 :   0  5.00 : 246   101 |  30M   57M:   0    24k:  30M   57M|44.9G  451G:55.1G  436G
24-02 14:29:30|  4   2  86   8   0|3032M 9532M 1473M 16.9G| 196   503 :   0  12.0 : 196   435 |  24M  284M:   0   188k:  24M  283M|44.9G  451G:55.1G  436G
24-02 14:29:31|  2   2  95   1   0|3035M 9530M 1473M 16.9G| 249  98.0 :   0  2.00 : 249  96.0 |  31M   57M:   0  8192B:  31M   57M|44.9G  451G:55.1G  436G
24-02 14:29:32|  3   1  95   1   0|3034M 9531M 1473M 16.9G| 258   100 :   0  4.00 : 258  92.0 |  32M   56M:   0   156k:  32M   56M|44.9G  451G:55.1G  436G
24-02 14:29:33|  3   2  90   5   0|3038M 9528M 1473M 16.9G| 212   354 :   0  28.0 : 212   296 |  25M  227M:   0   232k:  25M  227M|44.9G  451G:55.1G  436G
24-02 14:29:34|  5   2  93   1   0|3032M 9533M 1473M 16.9G| 246   123 :   0  8.00 : 246   109 |  30M   78M:   0    36k:  30M   78M|44.9G  451G:55.2G  436G
24-02 14:29:35|  5   2  92   0   0|3106M 9459M 1473M 16.9G| 242   129 :   0  15.0 : 242   112 |  30M   69M:   0    68k:  30M   69M|44.9G  451G:55.2G  436G
----system---- --total-cpu-usage-- ------memory-usage----- --io/total-----io/sda------io/sdh-- -dsk/total----dsk/sda-----dsk/sdh-- ----root--------data---
     time     |usr sys idl wai stl| used  free  buff  cach| read  writ: read  writ: read  writ| read  writ: read  writ: read  writ| used  free: used  free
24-02 14:29:36|  3   2  85  10   0|3107M 9455M 1473M 16.9G| 161   592 :   0  19.0 : 161   558 |  19M  310M:   0   232k:  19M  308M|44.9G  451G:55.2G  436G
24-02 14:29:37|  3   2  94   1   0|3106M 9457M 1474M 16.9G| 254   287 :   0  5.00 : 254   272 |  31M   81M:   0    92k:  31M   81M|44.9G  451G:55.2G  436G
24-02 14:29:38|  3   2  95   1   0|3064M 9499M 1474M 16.9G| 249   271 :   0  1.00 : 249   270 |  31M   63M:   0  4096B:  31M   63M|44.9G  451G:55.2G  436G
24-02 14:29:39|  2   1  95   1   0|3066M 9498M 1474M 16.9G| 256   105 :   0  5.00 : 256  94.0 |  30M   57M:   0    28k:  30M   57M|44.9G  451G:55.3G  436G
24-02 14:29:40|  2   2  88   8   0|3064M 9503M 1474M 16.9G| 210   501 :   0  18.0 : 210   417 |  25M  265M:   0   236k:  25M  265M|44.9G  451G:55.3G  436G
24-02 14:29:41|  2   1  96   1   0|3060M 9505M 1474M 16.9G| 249   139 :   0  5.00 : 249   134 |  31M   92M:   0    28k:  31M   92M|44.9G  451G:55.3G  436G
24-02 14:29:42|  3   2  94   1   0|3059M 9505M 1474M 16.9G| 249   104 :   0  7.00 : 249  93.0 |  31M   57M:   0   112k:  31M   57M|44.9G  451G:55.3G  436G
24-02 14:29:43|  3   2  90   5   0|3049M 9515M 1474M 16.9G| 198   341 :   0  20.0 : 198   286 |  25M  222M:   0   200k:  25M  219M|44.9G  451G:55.3G  436G
24-02 14:29:44|  3   3  92   2   0|3043M 9518M 1474M 16.9G| 224   126 :   0  2.00 : 224   118 |  28M   92M:   0  8192B:  28M   92M|44.9G  451G:55.4G  436G
24-02 14:29:45|  2   3  91   4   0|3048M 9513M 1474M 16.9G| 198   379 :   0  8.00 : 198   364 |  25M  230M:   0    88k:  25M  230M|44.9G  451G:55.4G  436G
24-02 14:29:46|  5   2  93   1   0|3053M 9509M 1474M 16.9G| 266   200 :   0  7.00 : 266   193 |  32M   85M:   0    32k:  32M   85M|44.9G  451G:55.4G  436G
24-02 14:29:47|  3   2  94   2   0|3054M 9508M 1474M 16.9G| 244   463 :   0  9.00 : 244   443 |  30M  123M:   0   212k:  30M  122M|44.9G  451G:55.4G  436G
24-02 14:29:48|  3   1  96   1   0|3035M 9527M 1474M 16.9G| 246   203 :   0  2.00 : 246   197 |  31M   63M:   0  8192B:  31M   63M|44.9G  451G:55.4G  436G
24-02 14:29:49|  1   2  96   1   0|3027M 9535M 1474M 16.9G| 246   107 :   0  4.00 : 246  97.0 |  31M   58M:   0    16k:  31M   58M|44.9G  451G:55.5G  436G
24-02 14:29:50|  3   1  90   6   0|3037M 9526M 1474M 16.9G| 200   381 :   0  22.0 : 200   306 |  25M  220M:   0   184k:  25M  219M|44.9G  451G:55.5G  436G
24-02 14:29:51|  3   2  93   3   0|3035M 9530M 1474M 16.9G| 227   251 :   0  6.00 : 227   245 |  28M  133M:   0    28k:  28M  133M|44.9G  451G:55.5G  436G
24-02 14:29:52|  3   2  95   1   0|3037M 9528M 1474M 16.9G| 246  95.0 :   0  5.00 : 246  90.0 |  31M   55M:   0   136k:  31M   55M|44.9G  451G:55.5G  436G
24-02 14:29:53|  2   2  90   6   0|3040M 9523M 1474M 16.9G| 213   368 :   0  22.0 : 213   317 |  26M  235M:   0   188k:  26M  235M|44.9G  451G:55.5G  436G
24-02 14:29:54|  3   2  94   1   0|3032M 9531M 1474M 16.9G| 244   104 :   0     0 : 244  98.0 |  30M   69M:   0     0 :  30M   69M|44.9G  451G:55.6G  436G
24-02 14:29:55|  3   2  94   1   0|3029M 9536M 1474M 16.9G| 242   127 :   0  2.00 : 242   123 |  30M   72M:   0  8192B:  30M   72M|44.9G  451G:55.6G  436G
24-02 14:29:56|  4   2  86   7   0|3042M 9522M 1474M 16.9G| 180   478 :   0  15.0 : 180   455 |  22M  290M:   0   136k:  22M  289M|44.9G  451G:55.6G  435G
24-02 14:29:57|  4   2  93   1   0|3042M 9521M 1475M 16.9G| 255   294 :   0  10.0 : 255   278 |  30M   74M:   0   124k:  30M   73M|44.9G  451G:55.6G  435G
24-02 14:29:58|  3   1  95   1   0|3046M 9523M 1475M 16.9G| 249   210 :   0  10.0 : 249   196 |  31M   64M:   0    44k:  31M   64M|44.9G  451G:55.6G  435G
24-02 14:29:59|  3   2  94   1   0|3042M 9530M 1475M 16.9G| 248  99.0 :   0  6.00 : 248  87.0 |  31M   57M:   0    32k:  31M   57M|44.9G  451G:55.7G  435G
24-02 14:30:00|  7   5  80   8   0|3056M 9517M 1475M 16.9G| 195   587 :   0  88.0 : 195   449 |  24M  294M:   0   640k:  24M  291M|44.9G  451G:55.7G  435G
24-02 14:30:01|  5   4  90   1   0|3048M 9524M 1475M 16.9G| 253  91.0 :   0  2.00 : 253  89.0 |  32M   55M:   0    12k:  32M   55M|44.9G  451G:55.7G  435G
24-02 14:30:02|  3   2  95   1   0|3054M 9519M 1475M 16.9G| 246  98.0 :   0  8.00 : 246  90.0 |  31M   58M:   0   240k:  31M   58M|44.9G  451G:55.7G  435G
24-02 14:30:03|  2   2  91   5   0|3049M 9523M 1475M 16.9G| 205   390 :   0  86.0 : 205   302 |  25M  226M:   0   420k:  25M  226M|44.9G  451G:55.7G  435G
24-02 14:30:04|  3   2  94   1   0|3042M 9531M 1475M 16.9G| 243   121 :   0  4.00 : 243   107 |  30M   78M:   0    20k:  30M   78M|44.9G  451G:55.8G  435G
24-02 14:30:05|  4   2  90   4   0|3047M 9526M 1475M 16.9G| 199   539 :   0  21.0 : 199   453 |  24M  251M:   0   212k:  24M  249M|44.9G  451G:55.8G  435G
24-02 14:30:06|  3   2  92   3   0|3046M 9527M 1475M 16.9G| 221   350 :   0  10.0 : 221   339 |  28M  137M:   0    56k:  28M  137M|44.9G  451G:55.8G  435G
24-02 14:30:07|  3   2  95   1   0|3046M 9528M 1475M 16.9G| 253   266 :   0  8.00 : 253   252 |  31M   62M:   0   148k:  31M   61M|44.9G  451G:55.8G  435G
24-02 14:30:08|  3   2  95   0   0|3038M 9535M 1475M 16.9G| 252   229 :   0  34.0 : 252   195 |  32M   63M:   0   140k:  32M   62M|44.9G  451G:55.8G  435G
24-02 14:30:09|  2   1  96   1   0|3039M 9535M 1475M 16.9G| 246   107 :   0  3.00 : 246  94.0 |  31M   58M:   0    16k:  31M   58M|44.9G  451G:55.9G  435G
24-02 14:30:10|  2   1  90   6   0|3040M 9534M 1475M 16.9G| 199   456 :   0  25.0 : 199   378 |  25M  222M:   0   348k:  25M  222M|44.9G  451G:55.9G  435G
24-02 14:30:11|  2   1  94   3   0|3031M 9542M 1475M 16.9G| 229   192 :   0  7.00 : 229   185 |  28M  142M:   0    36k:  28M  142M|44.9G  451G:55.9G  435G
24-02 14:30:12|  4   1  94   1   0|3033M 9540M 1475M 16.9G| 257  95.0 :   0  6.00 : 257  89.0 |  31M   57M:   0   180k:  31M   57M|44.9G  451G:55.9G  435G
24-02 14:30:13|  5   2  87   6   0|3094M 9480M 1475M 16.9G| 193   340 :   0  37.0 : 193   292 |  24M  219M:   0   384k:  24M  217M|44.9G  451G:55.9G  435G
24-02 14:30:14|  3   2  93   2   0|3099M 9473M 1475M 16.9G| 241   123 :   0  7.00 : 241   108 |  30M   78M:   0    32k:  30M   78M|44.9G  451G:56.0G  435G
24-02 14:30:15|  3   2  90   4   0|3099M 9470M 1475M 16.9G| 212   311 :   0  7.00 : 212   291 |  26M  220M:   0   136k:  26M  218M|44.9G  451G:56.0G  435G
24-02 14:30:16|  4   2  92   2   0|3092M 9478M 1475M 16.9G| 241   390 :   0  3.00 : 241   323 |  30M  130M:   0    12k:  30M  129M|44.9G  451G:56.0G  435G
24-02 14:30:17|  4   2  92   2   0|3086M 9483M 1476M 16.9G| 245   386 :   0  5.00 : 245   375 |  30M   94M:   0    84k:  30M   94M|44.9G  451G:56.0G  435G
24-02 14:30:18|  5   2  93   0   0|3037M 9534M 1476M 16.9G| 242   206 :   0  2.00 : 242   204 |  30M   65M:   0  8192B:  30M   65M|44.9G  451G:56.0G  435G
24-02 14:30:19|  5   2  93   1   0|3038M 9532M 1476M 16.9G| 244   108 :   0  3.00 : 244  97.0 |  30M   57M:   0    16k:  30M   56M|44.9G  451G:56.1G  435G
24-02 14:30:20|  5   2  89   4   0|3040M 9532M 1476M 16.9G| 213   256 :   0  16.0 : 213   221 |  27M  165M:   0   184k:  27M  164M|44.9G  451G:56.1G  435G
----system---- --total-cpu-usage-- ------memory-usage----- --io/total-----io/sda------io/sdh-- -dsk/total----dsk/sda-----dsk/sdh-- ----root--------data---
     time     |usr sys idl wai stl| used  free  buff  cach| read  writ: read  writ: read  writ| read  writ: read  writ: read  writ| used  free: used  free
24-02 14:30:21|  7   2  84   7   0|3034M 9542M 1476M 16.9G| 223   362 :   0  13.0 : 223   349 |  25M  205M:   0    64k:  25M  205M|44.9G  451G:56.1G  435G
24-02 14:30:22|  5   2  93   0   0|3044M 9530M 1476M 16.9G| 252  95.0 :   0  4.00 : 252  91.0 |  32M   54M:   0   108k:  32M   54M|44.9G  451G:56.1G  435G
24-02 14:30:23|  4   2  93   1   0|3038M 9536M 1476M 16.9G| 244  98.0 :   0  1.00 : 244  97.0 |  30M   60M:   0  8192B:  30M   60M|44.9G  451G:56.1G  435G
24-02 14:30:24|  5   2  88   5   0|3036M 9535M 1476M 16.9G| 193   408 :   0  49.0 : 193   346 |  24M  261M:   0   384k:  24M  260M|44.9G  451G:56.2G  435G
24-02 14:30:25|  5   2  90   3   0|3035M 9539M 1476M 16.9G| 210   379 :   0  7.00 : 210   324 |  26M  205M:   0    52k:  26M  205M|44.9G  451G:56.2G  435G
24-02 14:30:26|  5   3  91   1   0|3026M 9545M 1476M 16.9G| 243   405 :   0  12.0 : 243   391 |  30M  149M:   0    80k:  30M  149M|44.9G  451G:56.2G  435G
24-02 14:30:27|  3   2  94   1   0|3023M 9548M 1476M 16.9G| 248   263 :   0  5.00 : 248   252 |  31M   58M:   0   108k:  31M   58M|44.9G  451G:56.2G  435G
24-02 14:30:28|  4   2  93   1   0|3035M 9537M 1476M 16.9G| 256   198 :   0  11.0 : 256   187 |  32M   64M:   0    48k:  32M   64M|44.9G  451G:56.2G  435G
24-02 14:30:29|  3   2  95   1   0|3030M 9541M 1476M 16.9G| 252   103 :   0  4.00 : 252  93.0 |  31M   57M:   0    28k:  31M   57M|44.9G  451G:56.3G  435G
24-02 14:30:30|  3   2  86   9   0|3035M 9542M 1476M 16.9G| 191   515 :   0  12.0 : 191   436 |  23M  286M:   0   200k:  23M  284M|44.9G  451G:56.3G  435G
24-02 14:30:31|  3   2  94   1   0|3032M 9542M 1476M 16.9G| 249   128 :   0  2.00 : 249   124 |  31M   83M:   0  8192B:  31M   83M|44.9G  451G:56.3G  435G
24-02 14:30:32|  3   2  94   1   0|3032M 9543M 1476M 16.9G| 246  90.0 :   0  2.00 : 246  88.0 |  31M   57M:   0   152k:  31M   57M|44.9G  451G:56.3G  435G
24-02 14:30:33|  2   3  93   2   0|3027M 9548M 1476M 16.9G| 237   214 :   0  31.0 : 237   178 |  29M  108M:   0   188k:  29M  108M|44.9G  451G:56.3G  435G
24-02 14:30:34|  4   3  88   6   0|3027M 9548M 1476M 16.9G| 226   283 :   0  3.00 : 226   274 |  28M  232M:   0    12k:  28M  232M|44.9G  451G:56.4G  435G
24-02 14:30:35|  3   2  92   2   0|3036M 9536M 1476M 16.9G| 225   315 :   0  17.0 : 225   266 |  28M  182M:   0   124k:  28M  182M|44.9G  451G:56.4G  435G
24-02 14:30:36|  3   2  92   3   0|3033M 9540M 1477M 16.9G| 244   495 :   0  15.0 : 244   473 |  30M  157M:   0   164k:  30M  156M|44.9G  451G:56.4G  435G
24-02 14:30:37|  2   2  95   1   0|3041M 9536M 1477M 16.9G| 244   180 :   0  12.0 : 244   162 |  30M   57M:   0   120k:  30M   56M|44.9G  451G:56.4G  435G
24-02 14:30:38|  2   1  96   0   0|3047M 9530M 1477M 16.9G| 246   175 :   0     0 : 246   175 |  31M   65M:   0     0 :  31M   65M|44.9G  451G:56.4G  435G
